Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,Month_Name,Quarter,Day,Weekday,Weekend_Flag,Revenue_Category,Churn_Status,Inventory_Risk,Order_Size,Recency,Frequency,Monetary,Cluster,Segment,Churn,Churn_Prediction
529513,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,2010-10-28 14:51:00,1.25,14134.0,United Kingdom,30.0,2010,10,October,4,28,Thursday,False,Low,At Risk,Low Risk,Small,383,15,11123.35,0,VIP,1,1
531746,22804,CANDLEHOLDER PINK HANGING HEART,1,2010-11-09 13:00:00,2.95,14527.0,United Kingdom,2.95,2010,11,November,4,9,Tuesday,False,Low,Active,High Risk,Small,3,122,27792.3,2,Loyal,0,0
494912,16161M,WRAP  PINK FLOCK,25,2010-01-19 17:03:00,0.42,16705.0,United Kingdom,10.5,2010,1,January,1,19,Tuesday,False,Low,Active,Low Risk,Small,1,42,43515.051,1,Regular,0,0
560106,23232,WRAP VINTAGE LEAF DESIGN,150,2011-07-14 20:01:00,0.42,17554.0,United Kingdom,63.0,2011,7,July,3,14,Thursday,False,Medium,Active,Low Risk,Small,1,5,1952.45,1,Regular,0,0
535945,22585,PACK OF 6 BIRDY GIFT TAGS,24,2010-11-29 11:53:00,1.25,17671.0,United Kingdom,30.0,2010,11,November,4,29,Monday,False,Low,Active,Low Risk,Small,16,5,2403.34,1,Regular,0,0
577049,85049E,SCANDINAVIAN REDS RIBBONS,2,2011-11-17 13:58:00,1.25,17397.0,United Kingdom,2.5,2011,11,November,4,17,Thursday,False,Low,Active,High Risk,Small,22,3,1233.18,1,Regular,0,0
490759,85034A,3 GARDENIA MORRIS BOXED CANDLES,48,2009-12-08 09:46:00,3.81,15971.0,United Kingdom,182.88,2009,12,December,4,8,Tuesday,False,Medium,Active,Low Risk,Medium,18,18,5902.83,1,Regular,0,0
513190,85131A,BEADED PEARL HEART WHITE ON STICK,3,2010-06-22 14:21:00,1.25,16894.0,United Kingdom,3.75,2010,6,June,2,22,Tuesday,False,Low,At Risk,High Risk,Small,502,3,1324.06,0,VIP,1,1
569523,21786,POLKADOT RAIN HAT ,4,2011-10-04 14:41:00,0.42,16033.0,United Kingdom,1.68,2011,10,October,4,4,Tuesday,False,Low,Active,High Risk,Small,6,27,10836.13,1,Regular,0,0
558909,21390,FILIGRIS HEART WITH BUTTERFLY,48,2011-07-05 09:10:00,1.25,13408.0,United Kingdom,60.0,2011,7,July,3,5,Tuesday,False,Medium,Active,Low Risk,Small,2,106,51733.462,2,Loyal,0,0
536796,21354,TOAST ITS - BEST MUM,1,2010-12-02 15:46:00,1.25,15574.0,United Kingdom,1.25,2010,12,December,4,2,Thursday,False,Low,At Risk,High Risk,Small,178,6,1518.7,1,Regular,1,1
547897,22548,HEADS AND TAILS SPORTING FUN,12,2011-03-28 11:36:00,1.25,12792.0,Portugal,15.0,2011,3,March,1,28,Monday,False,Low,At Risk,Low Risk,Small,257,2,827.01,0,VIP,1,1
526863,20725,LUNCH BAG RED RETROSPOT,10,2010-10-13 13:08:00,1.65,15203.0,United Kingdom,16.5,2010,10,October,4,13,Wednesday,False,Low,Active,Low Risk,Small,26,15,4400.18,1,Regular,0,0
518227,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-08-05 14:57:00,1.65,15271.0,United Kingdom,1.65,2010,8,August,3,5,Thursday,False,Low,Active,High Risk,Small,7,24,4709.54,1,Regular,0,0
562127,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-08-03 08:21:00,0.79,13717.0,United Kingdom,9.48,2011,8,August,3,3,Wednesday,False,Low,Active,Low Risk,Small,32,8,1763.3,1,Regular,0,0
547324,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-22 11:27:00,1.25,13014.0,United Kingdom,15.0,2011,3,March,1,22,Tuesday,False,Low,Active,Low Risk,Small,11,11,5381.08,1,Regular,0,0
570492,85099B,JUMBO BAG RED RETROSPOT,10,2011-10-11 08:23:00,2.08,14194.0,United Kingdom,20.8,2011,10,October,4,11,Tuesday,False,Low,Active,Low Risk,Small,5,36,18670.59,1,Regular,0,0
555495,23200,JUMBO BAG PEARS,10,2011-06-03 14:42:00,2.08,17068.0,United Kingdom,20.8,2011,6,June,2,3,Friday,False,Low,Active,Low Risk,Small,12,47,9161.08,1,Regular,0,0
513349,21621,VINTAGE UNION JACK BUNTING,1,2010-06-24 11:28:00,8.5,14606.0,United Kingdom,8.5,2010,6,June,2,24,Thursday,False,Low,Active,High Risk,Small,1,192,30861.06,2,Loyal,0,0
528625,35598B,BLACK CHRISTMAS TREE 60CM,1,2010-10-24 10:56:00,2.95,17843.0,United Kingdom,2.95,2010,10,October,4,24,Sunday,True,Low,At Risk,High Risk,Small,303,2,326.23,0,VIP,1,1
514852,22174,PHOTO CUBE,6,2010-07-06 16:36:00,1.65,16229.0,United Kingdom,9.9,2010,7,July,3,6,Tuesday,False,Low,Active,Low Risk,Small,87,6,2867.86,1,Regular,0,0
571463,23154,SET OF 4 JAM JAR MAGNETS,12,2011-10-17 14:23:00,2.08,16463.0,United Kingdom,24.96,2011,10,October,4,17,Monday,False,Low,Active,Low Risk,Small,21,4,1422.4,1,Regular,0,0
580516,51014A,"FEATHER PEN,HOT PINK",12,2011-12-04 14:15:00,0.39,17954.0,United Kingdom,4.68,2011,12,December,4,4,Sunday,True,Low,Active,Low Risk,Small,5,19,3966.05,1,Regular,0,0
511638,16051,TEATIME PENCIL W STAMP ASST,36,2010-06-09 13:08:00,0.42,17346.0,United Kingdom,15.12,2010,6,June,2,9,Wednesday,False,Low,Active,Low Risk,Small,4,26,5323.0,1,Regular,0,0
569843,20984,12 PENCILS TALL TUBE POSY,6,2011-10-06 13:29:00,0.29,14449.0,United Kingdom,1.7399999999999998,2011,10,October,4,6,Thursday,False,Low,Active,Low Risk,Small,19,8,2482.8,1,Regular,0,0
573094,22727,ALARM CLOCK BAKELIKE RED ,1,2011-10-27 14:39:00,3.75,15707.0,United Kingdom,3.75,2011,10,October,4,27,Thursday,False,Low,Active,High Risk,Small,35,4,945.58,1,Regular,0,0
498890,20728,LUNCH BAG CARS BLUE,10,2010-02-23 13:21:00,1.65,12682.0,France,16.5,2010,2,February,1,23,Tuesday,False,Low,Active,Low Risk,Small,4,52,24033.91,1,Regular,0,0
530656,85132A,CHARLIE + LOLA BISCUITS TINS,2,2010-11-04 09:59:00,9.95,15888.0,United Kingdom,19.9,2010,11,November,4,4,Thursday,False,Low,Active,High Risk,Small,81,3,429.16,1,Regular,0,0
533188,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2010-11-16 14:46:00,9.95,17629.0,United Kingdom,19.9,2010,11,November,4,16,Tuesday,False,Low,Active,High Risk,Small,6,10,2455.52,1,Regular,0,0
509634,22482,BLUE TEA TOWEL CLASSIC DESIGN,1,2010-05-25 10:23:00,1.25,13324.0,United Kingdom,1.25,2010,5,May,2,25,Tuesday,False,Low,Active,High Risk,Small,36,18,10513.47,1,Regular,0,0
525942,22471,TV DINNER TRAY AIR HOSTESS ,6,2010-10-07 17:27:00,4.95,15498.0,United Kingdom,29.700000000000003,2010,10,October,4,7,Thursday,False,Low,Active,Low Risk,Small,3,44,26039.58,1,Regular,0,0
498610,22151,PLACE SETTING WHITE HEART,60,2010-02-22 09:17:00,0.42,13393.0,United Kingdom,25.2,2010,2,February,1,22,Monday,False,Low,At Risk,Low Risk,Small,584,4,1131.45,0,VIP,1,1
577407,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-11-20 10:37:00,2.55,14739.0,United Kingdom,102.0,2011,11,November,4,20,Sunday,True,Medium,Active,Low Risk,Medium,4,25,12287.5,1,Regular,0,0
502489,22618,COOKING SET RETROSPOT,2,2010-03-25 10:04:00,9.95,15527.0,United Kingdom,19.9,2010,3,March,1,25,Thursday,False,Low,Active,High Risk,Small,19,23,5575.64,1,Regular,0,0
508202,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,2010-05-13 14:18:00,1.06,17416.0,United Kingdom,50.88,2010,5,May,2,13,Thursday,False,Medium,Active,Low Risk,Small,30,22,17298.45,1,Regular,0,0
526267,22902,TOTE BAG I LOVE LONDON,36,2010-10-11 10:56:00,2.1,12678.0,France,75.60000000000001,2010,10,October,4,11,Monday,False,Medium,Active,Low Risk,Small,42,21,34281.18,1,Regular,0,0
501182,22355,"CHARLOTTE BAG , SUKI DESIGN",10,2010-03-15 11:39:00,0.85,16186.0,United Kingdom,8.5,2010,3,March,1,15,Monday,False,Low,Active,Low Risk,Small,23,26,9026.11,1,Regular,0,0
580070,22077,6 RIBBONS RUSTIC CHARM,12,2011-12-01 13:47:00,1.95,12919.0,United Kingdom,23.4,2011,12,December,4,1,Thursday,False,Low,Active,Low Risk,Small,8,6,1335.19,1,Regular,0,0
572065,22553,PLASTERS IN TIN SKULLS,3,2011-10-20 13:06:00,1.65,12556.0,Spain,4.949999999999999,2011,10,October,4,20,Thursday,False,Low,Active,High Risk,Small,50,2,603.71,1,Regular,0,0
513163,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,6,2010-06-22 10:55:00,0.42,16883.0,United Kingdom,2.52,2010,6,June,2,22,Tuesday,False,Low,At Risk,Low Risk,Small,187,19,2396.59,1,Regular,1,1
551387,22840,ROUND CAKE TIN VINTAGE RED,4,2011-04-28 11:40:00,7.95,14240.0,United Kingdom,31.8,2011,4,April,2,28,Thursday,False,Low,Active,High Risk,Small,30,3,1247.49,1,Regular,0,0
560033,23236,DOILEY STORAGE TIN,6,2011-07-14 13:28:00,2.89,12388.0,Australia,17.34,2011,7,July,3,14,Thursday,False,Low,Active,Low Risk,Small,16,8,3901.11,1,Regular,0,0
525010,22505,MEMO BOARD COTTAGE DESIGN,4,2010-10-03 10:51:00,4.95,16923.0,United Kingdom,19.8,2010,10,October,4,3,Sunday,True,Low,Active,High Risk,Small,12,32,13378.36,1,Regular,0,0
527093,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2010-10-14 16:14:00,8.5,17823.0,United Kingdom,8.5,2010,10,October,4,14,Thursday,False,Low,At Risk,High Risk,Small,421,2,494.25,0,VIP,1,1
534200,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-11-21 15:14:00,3.75,15350.0,United Kingdom,15.0,2010,11,November,4,21,Sunday,True,Low,At Risk,High Risk,Small,373,2,663.25,0,VIP,1,1
534154,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,4,2010-11-21 12:29:00,0.85,16007.0,United Kingdom,3.4,2010,11,November,4,21,Sunday,True,Low,Active,High Risk,Small,48,7,3075.14,1,Regular,0,0
501810,21756,BATH BUILDING BLOCK WORD,3,2010-03-19 14:41:00,5.95,14911.0,EIRE,17.85,2010,3,March,1,19,Friday,False,Low,Active,High Risk,Small,1,398,295972.63,3,At Risk,0,0
555703,20728,LUNCH BAG CARS BLUE,10,2011-06-06 15:06:00,1.65,15379.0,United Kingdom,16.5,2011,6,June,2,6,Monday,False,Low,At Risk,Low Risk,Small,169,8,4877.84,1,Regular,1,1
495581,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2010-01-26 10:09:00,1.69,12468.0,Germany,20.28,2010,1,January,1,26,Tuesday,False,Low,At Risk,Low Risk,Small,188,5,3670.74,1,Regular,1,1
552269,23298,SPOTTY BUNTING,1,2011-05-08 11:52:00,4.95,16121.0,United Kingdom,4.95,2011,5,May,2,8,Sunday,True,Low,Active,High Risk,Small,57,5,1477.09,1,Regular,0,0
571498,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-10-17 15:06:00,2.1,17841.0,United Kingdom,2.1,2011,10,October,4,17,Monday,False,Low,Active,High Risk,Small,2,211,70884.07,2,Loyal,0,0
560251,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-07-17 12:32:00,1.65,17774.0,United Kingdom,1.65,2011,7,July,3,17,Sunday,True,Low,At Risk,High Risk,Small,97,9,3328.05,1,Regular,1,1
550178,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,2011-04-14 17:25:00,1.25,12662.0,Germany,15.0,2011,4,April,2,14,Thursday,False,Low,Active,Low Risk,Small,1,20,6988.02,1,Regular,0,0
526845,22632,HAND WARMER RED RETROSPOT,192,2010-10-13 12:18:00,1.85,17511.0,United Kingdom,355.20000000000005,2010,10,October,4,13,Wednesday,False,High,Active,Low Risk,Medium,3,60,175603.55,2,Loyal,0,0
566453,21179,NO JUNK MAIL METAL SIGN,25,2011-09-12 16:23:00,0.39,17811.0,United Kingdom,9.75,2011,9,September,3,12,Monday,False,Low,Active,Low Risk,Small,4,47,9609.8,1,Regular,0,0
524628,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2010-09-30 10:56:00,0.55,14796.0,United Kingdom,1.1,2010,9,September,3,30,Thursday,False,Low,Active,High Risk,Small,1,27,10889.64,1,Regular,0,0
536607,21754,HOME BUILDING BLOCK WORD,3,2010-12-02 09:29:00,5.95,17732.0,United Kingdom,17.85,2010,12,December,4,2,Thursday,False,Low,At Risk,High Risk,Small,373,8,2470.39,0,VIP,1,1
534172,22940,FELTCRAFT CHRISTMAS FAIRY,5,2010-11-21 13:30:00,4.25,14800.0,United Kingdom,21.25,2010,11,November,4,21,Sunday,True,Low,Active,Low Risk,Small,48,17,7774.32,1,Regular,0,0
538382,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2010-12-12 11:37:00,1.65,17218.0,United Kingdom,4.949999999999999,2010,12,December,4,12,Sunday,True,Low,Active,High Risk,Small,4,18,4192.68,1,Regular,0,0
576321,23369,SET 36 COLOUR PENCILS LOVE LONDON,2,2011-11-14 14:59:00,1.25,14953.0,United Kingdom,2.5,2011,11,November,4,14,Monday,False,Low,Active,High Risk,Small,25,4,1013.77,1,Regular,0,0
550279,21746,SMALL RED RETROSPOT WINDMILL,2,2011-04-15 13:16:00,1.25,14700.0,United Kingdom,2.5,2011,4,April,2,15,Friday,False,Low,Active,High Risk,Small,32,5,3116.26,1,Regular,0,0
565218,22418,10 COLOUR SPACEBOY PEN,24,2011-09-01 17:45:00,0.85,12739.0,United Arab Emirates,20.4,2011,9,September,3,1,Thursday,False,Low,Active,Low Risk,Small,78,4,2726.73,1,Regular,0,0
559525,22626,BLACK KITCHEN SCALES,1,2011-07-10 10:30:00,8.5,16923.0,United Kingdom,8.5,2011,7,July,3,10,Sunday,True,Low,Active,High Risk,Small,12,32,13378.36,1,Regular,0,0
570374,23169,CLASSIC GLASS COOKIE JAR,1,2011-10-10 12:34:00,4.15,14719.0,United Kingdom,4.15,2011,10,October,4,10,Monday,False,Low,Active,High Risk,Small,2,5,1602.13,1,Regular,0,0
537351,22215,CAKE STAND WHITE TWO TIER LACE,1,2010-12-06 12:23:00,8.5,16898.0,United Kingdom,8.5,2010,12,December,4,6,Monday,False,Low,Active,High Risk,Small,26,5,1016.37,1,Regular,0,0
497926,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2010-02-15 08:41:00,2.25,12426.0,Germany,13.5,2010,2,February,1,15,Monday,False,Low,At Risk,Low Risk,Small,195,2,1345.21,1,Regular,1,1
499965,21774,DECORATIVE CATS BATHROOM BOTTLE,2,2010-03-03 13:57:00,1.25,16461.0,United Kingdom,2.5,2010,3,March,1,3,Wednesday,False,Low,At Risk,High Risk,Small,178,3,1615.22,1,Regular,1,1
517001,84992,72 SWEETHEART FAIRY CAKE CASES,120,2010-07-26 11:28:00,0.42,16422.0,United Kingdom,50.4,2010,7,July,3,26,Monday,False,Medium,Active,Low Risk,Small,17,109,63651.47,2,Loyal,0,0
512685,21843,RED RETROSPOT CAKE STAND,1,2010-06-17 11:46:00,10.95,13971.0,United Kingdom,10.95,2010,6,June,2,17,Thursday,False,Low,Active,High Risk,Small,19,14,4667.57,1,Regular,0,0
555719,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-06-06 15:31:00,8.25,12609.0,Germany,16.5,2011,6,June,2,6,Monday,False,Low,Active,High Risk,Small,78,9,3435.86,1,Regular,0,0
494490,15056N,EDWARDIAN PARASOL NATURAL,6,2010-01-14 17:20:00,4.95,17850.0,United Kingdom,29.700000000000003,2010,1,January,1,14,Thursday,False,Low,At Risk,Low Risk,Small,372,155,56600.08,2,Loyal,1,1
550515,84991,60 TEATIME FAIRY CAKE CASES,1,2011-04-18 17:29:00,0.55,14502.0,United Kingdom,0.55,2011,4,April,2,18,Monday,False,Low,Active,High Risk,Small,20,11,2470.67,1,Regular,0,0
556474,84991,60 TEATIME FAIRY CAKE CASES,2,2011-06-12 12:01:00,0.55,16007.0,United Kingdom,1.1,2011,6,June,2,12,Sunday,True,Low,Active,High Risk,Small,48,7,3075.14,1,Regular,0,0
569217,23077,DOUGHNUT LIP GLOSS ,20,2011-10-02 12:45:00,1.25,15579.0,United Kingdom,25.0,2011,10,October,4,2,Sunday,True,Low,Active,Low Risk,Small,69,5,1302.5,1,Regular,0,0
565990,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-09-08 11:44:00,0.85,13577.0,United Kingdom,17.0,2011,9,September,3,8,Thursday,False,Low,Active,Low Risk,Small,25,11,3489.28,1,Regular,0,0
527065,21222,SET/4 BADGES BEETLES,2,2010-10-14 13:57:00,1.25,17751.0,United Kingdom,2.5,2010,10,October,4,14,Thursday,False,Low,At Risk,High Risk,Small,421,1,157.86,0,VIP,1,1
567630,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,2011-09-21 13:24:00,1.45,15737.0,United Kingdom,17.4,2011,9,September,3,21,Wednesday,False,Low,Active,Low Risk,Small,15,8,1205.12,1,Regular,0,0
518314,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,96,2010-08-06 12:13:00,0.19,13920.0,United Kingdom,18.24,2010,8,August,3,6,Friday,False,Low,At Risk,Low Risk,Small,432,4,1774.68,0,VIP,1,1
551033,23207,LUNCH BAG ALPHABET DESIGN,1,2011-04-26 11:32:00,1.65,15039.0,United Kingdom,1.65,2011,4,April,2,26,Tuesday,False,Low,Active,High Risk,Small,10,93,40031.43,2,Loyal,0,0
500159,22197,SMALL POPCORN HOLDER,6,2010-03-04 18:27:00,0.85,14159.0,United Kingdom,5.1,2010,3,March,1,4,Thursday,False,Low,Active,Low Risk,Small,20,20,7938.01,1,Regular,0,0
546984,21121,SET/10 RED POLKADOT PARTY CANDLES,5,2011-03-18 12:35:00,1.25,15019.0,United Kingdom,6.25,2011,3,March,1,18,Friday,False,Low,At Risk,Low Risk,Small,267,1,266.0,0,VIP,1,1
557278,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-06-19 12:08:00,7.95,13089.0,United Kingdom,31.8,2011,6,June,2,19,Sunday,True,Low,Active,High Risk,Small,3,203,116737.86,2,Loyal,0,0
535992,22355,CHARLOTTE BAG SUKI DESIGN,20,2010-11-29 13:35:00,0.72,14298.0,United Kingdom,14.4,2010,11,November,4,29,Monday,False,Low,Active,Low Risk,Small,8,82,91194.49,2,Loyal,0,0
538367,22492,MINI PAINT SET VINTAGE ,36,2010-12-12 10:48:00,0.65,14800.0,United Kingdom,23.4,2010,12,December,4,12,Sunday,True,Low,Active,Low Risk,Small,48,17,7774.32,1,Regular,0,0
538002,21628,TRIANGULAR POUFFE VINTAGE ,2,2010-12-09 11:48:00,14.95,14932.0,Channel Islands,29.9,2010,12,December,4,9,Thursday,False,Low,At Risk,High Risk,Small,366,2,1029.66,0,VIP,1,1
537694,22937,BAKING MOULD CHOCOLATE CUPCAKES,12,2010-12-08 10:46:00,2.55,14901.0,United Kingdom,30.6,2010,12,December,4,8,Wednesday,False,Low,Active,Low Risk,Small,11,12,2289.65,1,Regular,0,0
545334,85187,S/12 MINI RABBIT EASTER,2,2011-03-01 16:34:00,1.65,15750.0,United Kingdom,3.3,2011,3,March,1,1,Tuesday,False,Low,Active,High Risk,Small,3,18,6797.191,1,Regular,0,0
543382,85049G,CHOCOLATE BOX RIBBONS ,3,2011-02-07 16:21:00,1.25,14030.0,United Kingdom,3.75,2011,2,February,1,7,Monday,False,Low,Active,High Risk,Small,18,20,8262.29,1,Regular,0,0
520405,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2010-08-25 17:27:00,5.95,17338.0,United Kingdom,17.85,2010,8,August,3,25,Wednesday,False,Low,Active,High Risk,Small,17,17,12142.57,1,Regular,0,0
560841,22197,POPCORN HOLDER,36,2011-07-21 12:25:00,0.72,14298.0,United Kingdom,25.92,2011,7,July,3,21,Thursday,False,Low,Active,Low Risk,Small,8,82,91194.49,2,Loyal,0,0
564821,22561,WOODEN SCHOOL COLOURING SET,3,2011-08-30 12:16:00,1.65,14078.0,United Kingdom,4.949999999999999,2011,8,August,3,30,Tuesday,False,Low,At Risk,High Risk,Small,102,9,1692.63,1,Regular,1,1
564643,82551,LAUNDRY 15C METAL SIGN,5,2011-08-26 13:25:00,1.45,15356.0,United Kingdom,7.25,2011,8,August,3,26,Friday,False,Low,Active,Low Risk,Small,31,13,3464.95,1,Regular,0,0
505889,21907,I'M ON HOLIDAY METAL SIGN,12,2010-04-26 14:14:00,2.1,13012.0,United Kingdom,25.200000000000003,2010,4,April,2,26,Monday,False,Low,Active,Low Risk,Small,9,11,2972.83,1,Regular,0,0
489434,21523,FANCY FONT HOME SWEET HOME DOORMAT,10,2009-12-01 07:45:00,5.95,13085.0,United Kingdom,59.5,2009,12,December,4,1,Tuesday,False,Medium,At Risk,Low Risk,Small,158,8,2433.28,1,Regular,1,1
570660,22960,JAM MAKING SET WITH JARS,72,2011-10-11 14:18:00,3.75,14866.0,United Kingdom,270.0,2011,10,October,4,11,Tuesday,False,High,Active,Low Risk,Medium,11,19,20850.22,1,Regular,0,0
525017,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,12,2010-10-03 11:35:00,2.95,13014.0,United Kingdom,35.400000000000006,2010,10,October,4,3,Sunday,True,Low,Active,Low Risk,Small,11,11,5381.08,1,Regular,0,0
542662,22555,PLASTERS IN TIN STRONGMAN,12,2011-01-31 12:10:00,1.65,18145.0,United Kingdom,19.8,2011,1,January,1,31,Monday,False,Low,Active,Low Risk,Small,13,11,5617.79,1,Regular,0,0
544067,20756,GREEN FERN POCKET BOOK,3,2011-02-15 14:02:00,0.85,16431.0,United Kingdom,2.55,2011,2,February,1,15,Tuesday,False,Low,At Risk,High Risk,Small,213,3,642.81,1,Regular,1,1
577690,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-11-21 11:34:00,0.55,12856.0,United Kingdom,0.55,2011,11,November,4,21,Monday,False,Low,Active,High Risk,Small,8,6,2179.93,1,Regular,0,0
568198,22505,MEMO BOARD COTTAGE DESIGN,2,2011-09-25 14:52:00,4.95,16771.0,United Kingdom,9.9,2011,9,September,3,25,Sunday,True,Low,Active,High Risk,Small,33,10,3967.6,1,Regular,0,0
498055,85231B,CINAMMON SET OF 9 T-LIGHTS,4,2010-02-16 12:11:00,0.85,14669.0,United Kingdom,3.4,2010,2,February,1,16,Tuesday,False,Low,At Risk,High Risk,Small,242,7,3243.93,1,Regular,1,1
552975,22918,HERB MARKER PARSLEY,12,2011-05-12 13:58:00,0.65,17932.0,United Kingdom,7.800000000000001,2011,5,May,2,12,Thursday,False,Low,Active,Low Risk,Small,29,3,1331.57,1,Regular,0,0
574911,22593,CHRISTMAS GINGHAM STAR,12,2011-11-07 15:49:00,0.85,14073.0,United Kingdom,10.2,2011,11,November,4,7,Monday,False,Low,Active,Low Risk,Small,32,1,151.04,1,Regular,0,0
523776,85099F,JUMBO BAG STRAWBERRY,8,2010-09-24 11:25:00,1.95,15898.0,United Kingdom,15.6,2010,9,September,3,24,Friday,False,Low,Active,Low Risk,Small,1,25,5596.31,1,Regular,0,0
503714,84509F,SET OF 4 NEW ENGLAND PLACEMATS,2,2010-04-06 14:42:00,3.75,13432.0,United Kingdom,7.5,2010,4,April,2,6,Tuesday,False,Low,At Risk,High Risk,Small,571,2,439.1,0,VIP,1,1
508390,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2010-05-14 14:34:00,12.75,14296.0,United Kingdom,12.75,2010,5,May,2,14,Friday,False,Low,At Risk,High Risk,Small,421,2,456.4,0,VIP,1,1
511300,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-06-07 15:31:00,6.45,16788.0,United Kingdom,12.9,2010,6,June,2,7,Monday,False,Low,At Risk,High Risk,Small,123,5,1950.3,1,Regular,1,1
527942,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-10-19 14:30:00,9.95,14469.0,United Kingdom,19.9,2010,10,October,4,19,Tuesday,False,Low,At Risk,High Risk,Small,416,4,2112.21,0,VIP,1,1
503863,22617,BAKING SET SPACEBOY DESIGN,3,2010-04-08 11:11:00,4.95,15309.0,United Kingdom,14.85,2010,4,April,2,8,Thursday,False,Low,At Risk,High Risk,Small,611,4,797.96,0,VIP,1,1
495385,84869,CANDY BUTTON PHOTO ALBUM,12,2010-01-24 14:30:00,1.95,13209.0,United Kingdom,23.4,2010,1,January,1,24,Sunday,True,Low,Active,Low Risk,Small,30,13,8509.51,1,Regular,0,0
569555,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-10-05 08:17:00,1.25,17728.0,United Kingdom,15.0,2011,10,October,4,5,Wednesday,False,Low,Active,Low Risk,Small,4,5,4238.76,1,Regular,0,0
537054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-05 11:40:00,2.95,16931.0,United Kingdom,2.95,2010,12,December,4,5,Sunday,True,Low,Active,High Risk,Small,5,23,5233.62,1,Regular,0,0
557278,22088,PAPER BUNTING COLOURED LACE,12,2011-06-19 12:08:00,2.95,13089.0,United Kingdom,35.400000000000006,2011,6,June,2,19,Sunday,True,Low,Active,Low Risk,Small,3,203,116737.86,2,Loyal,0,0
507000,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-05-05 14:09:00,1.25,16746.0,United Kingdom,15.0,2010,5,May,2,5,Wednesday,False,Low,Active,Low Risk,Small,5,42,18066.4,1,Regular,0,0
535408,21916,SET 12 RETRO WHITE CHALK STICKS,24,2010-11-26 11:24:00,0.42,14934.0,Channel Islands,10.08,2010,11,November,4,26,Friday,False,Low,Active,Low Risk,Small,82,5,3503.5,1,Regular,0,0
519910,21240,BLUE  SPOTTY CUP,8,2010-08-22 13:46:00,0.85,13157.0,United Kingdom,6.8,2010,8,August,3,22,Sunday,True,Low,Active,Low Risk,Small,49,9,5687.36,1,Regular,0,0
580505,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2011-12-04 13:32:00,0.21,15867.0,United Kingdom,0.42,2011,12,December,4,4,Sunday,True,Low,Active,High Risk,Small,5,31,9063.95,1,Regular,0,0
513772,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-06-28 13:52:00,0.95,17259.0,United Kingdom,1.9,2010,6,June,2,28,Monday,False,Low,At Risk,High Risk,Small,148,6,1889.34,1,Regular,1,1
495059,21314,SMALL GLASS HEART TRINKET POT,4,2010-01-20 16:00:00,2.1,13756.0,United Kingdom,8.4,2010,1,January,1,20,Wednesday,False,Low,Active,High Risk,Small,2,23,9207.5,1,Regular,0,0
540021,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,24,2011-01-04 12:51:00,0.42,17841.0,United Kingdom,10.08,2011,1,January,1,4,Tuesday,False,Low,Active,Low Risk,Small,2,211,70884.07,2,Loyal,0,0
542422,21121,SET/10 RED POLKADOT PARTY CANDLES,4,2011-01-27 19:33:00,1.25,14702.0,United Kingdom,5.0,2011,1,January,1,27,Thursday,False,Low,Active,High Risk,Small,1,29,6754.22,1,Regular,0,0
